,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA
0,1.0,알칸타라,1992-12-04,Doosan Bears,2020,31.0,1.0,0.0,31.0,20.0,2.0,0.0,0.0,198.2,58.0,56.0,795.0,174.0,38.0,3.0,12.0,30.0,0.0,9.0,182.0,1.0,3.0,2.54,3.1,1.03,182.6,149.7,8.31,4.35
1,2.0,양현종,1988-03-01,Kia Tigers,2015,32.0,1.0,1.0,31.0,15.0,6.0,0.0,1.0,184.1,52.0,50.0,756.0,150.0,27.0,2.0,18.0,78.0,0.0,7.0,157.0,0.0,6.0,2.44,4.57,1.24,202.1,108.5,8.14,3.94
2,3.0,스트레일리,1988-12-01,Lotte Giants,2020,31.0,0.0,0.0,31.0,15.0,4.0,0.0,0.0,194.2,61.0,54.0,777.0,148.0,27.0,2.0,10.0,51.0,0.0,7.0,205.0,0.0,4.0,2.5,3.01,1.02,195.1,159.0,7.53,3.84
3,4.0,양현종,1988-03-01,Kia Tigers,2019,29.0,2.0,2.0,29.0,16.0,8.0,0.0,0.0,184.2,56.0,47.0,731.0,165.0,32.0,1.0,6.0,33.0,0.0,2.0,163.0,0.0,1.0,2.29,2.63,1.07,183.1,160.3,7.35,3.81
4,5.0,브룩스,1990-04-27,Kia Tigers,2020,23.0,1.0,1.0,23.0,11.0,4.0,0.0,0.0,151.1,43.0,42.0,586.0,131.0,18.0,0.0,4.0,24.0,0.0,3.0,130.0,1.0,3.0,2.5,2.72,1.02,192.2,177.8,7.16,3.39
5,6.0,린드블럼,1987-06-15,Doosan Bears,2019,30.0,0.0,0.0,30.0,20.0,3.0,0.0,0.0,194.2,57.0,54.0,773.0,165.0,22.0,3.0,13.0,29.0,0.0,6.0,189.0,0.0,7.0,2.5,2.87,1.0,164.4,141.5,6.86,4.44
6,7.0,린드블럼,1987-06-15,Doosan Bears,2018,26.0,0.0,0.0,26.0,15.0,4.0,0.0,0.0,168.2,56.0,54.0,681.0,142.0,33.0,2.0,16.0,38.0,0.0,8.0,157.0,0.0,10.0,2.88,4.02,1.07,175.4,125.2,6.81,2.06
7,8.0,헥터,1987-01-26,Kia Tigers,2016,31.0,3.0,1.0,31.0,15.0,5.0,0.0,0.0,206.2,88.0,78.0,868.0,211.0,34.0,3.0,7.0,51.0,0.0,6.0,139.0,0.0,7.0,3.4,3.72,1.27,152.5,140.6,6.64,1.87
8,9.0,린드블럼,1987-06-15,Lotte Giants,2015,32.0,2.0,1.0,32.0,13.0,11.0,0.0,0.0,210.0,86.0,83.0,861.0,196.0,32.0,3.0,28.0,52.0,0.0,12.0,180.0,0.0,12.0,3.56,4.55,1.18,141.7,108.6,6.48,1.95
9,10.0,김광현,1988-07-22,SSG Landers,2019,31.0,0.0,0.0,30.0,17.0,6.0,0.0,0.0,190.1,64.0,53.0,786.0,198.0,17.0,0.0,13.0,38.0,1.0,2.0,180.0,0.0,8.0,2.51,3.01,1.24,169.8,142.2,6.39,3.28
10,11.0,윌슨,1989-09-25,LG Twins,2018,26.0,1.0,1.0,26.0,9.0,4.0,0.0,0.0,170.0,63.0,58.0,689.0,158.0,23.0,3.0,11.0,35.0,1.0,6.0,149.0,1.0,10.0,3.07,3.63,1.14,164.3,139.4,6.31,2.72
11,12.0,니퍼트,1981-05-06,Doosan Bears,2016,28.0,1.0,1.0,27.0,22.0,3.0,0.0,0.0,167.2,61.0,55.0,701.0,151.0,19.0,3.0,15.0,57.0,0.0,9.0,142.0,0.0,8.0,2.95,4.44,1.24,173.1,113.2,5.97,2.69
12,13.0,켈리,1988-10-14,SSG Landers,2016,31.0,0.0,0.0,31.0,9.0,8.0,0.0,0.0,200.1,91.0,82.0,846.0,205.0,35.0,3.0,15.0,60.0,0.0,7.0,152.0,2.0,8.0,3.68,4.25,1.32,141.7,122.9,5.95,1.32
13,14.0,산체스,1989-11-28,SSG Landers,2019,28.0,0.0,0.0,28.0,17.0,5.0,0.0,0.0,165.0,51.0,48.0,671.0,151.0,18.0,2.0,2.0,42.0,0.0,2.0,148.0,2.0,11.0,2.62,2.57,1.17,162.5,163.8,5.93,3.64
14,15.0,헥터,1987-01-26,Kia Tigers,2017,30.0,1.0,0.0,30.0,20.0,5.0,0.0,0.0,201.2,83.0,78.0,854.0,221.0,36.0,4.0,21.0,45.0,1.0,5.0,149.0,0.0,7.0,3.48,4.34,1.32,142.7,115.0,5.8,1.34
15,16.0,브리검,1988-02-10,Nexen Heroes,2018,31.0,2.0,1.0,30.0,11.0,7.0,0.0,1.0,199.0,89.0,85.0,829.0,188.0,28.0,3.0,19.0,50.0,0.0,19.0,175.0,0.0,4.0,3.84,4.36,1.2,134.1,117.4,5.78,0.2
16,17.0,양현종,1988-03-01,Kia Tigers,2016,31.0,3.0,0.0,31.0,10.0,12.0,0.0,0.0,200.1,96.0,82.0,850.0,191.0,31.0,2.0,19.0,77.0,0.0,2.0,146.0,2.0,6.0,3.68,4.75,1.34,140.6,109.9,5.69,0.23
17,18.0,장원준,1985-07-31,Doosan Bears,2016,27.0,0.0,0.0,27.0,15.0,6.0,0.0,0.0,168.0,66.0,62.0,727.0,161.0,23.0,6.0,14.0,76.0,0.0,9.0,137.0,0.0,8.0,3.32,4.76,1.41,153.9,105.9,5.67,1.29
18,19.0,해커,1983-03-26,NC Dinos,2015,31.0,1.0,0.0,31.0,19.0,5.0,0.0,0.0,204.0,81.0,71.0,833.0,174.0,34.0,0.0,14.0,36.0,1.0,25.0,164.0,0.0,6.0,3.13,3.78,1.03,152.9,129.0,5.64,3.14
19,20.0,루친스키,1988-12-30,NC Dinos,2020,30.0,0.0,0.0,30.0,19.0,5.0,0.0,0.0,183.0,67.0,62.0,770.0,173.0,12.0,3.0,14.0,57.0,0.0,11.0,167.0,0.0,11.0,3.05,3.84,1.26,160.2,125.8,5.59,3.04
20,21.0,요키시,1989-07-29,Kiwoom Heroes,2020,27.0,0.0,0.0,27.0,12.0,7.0,0.0,0.0,159.2,53.0,38.0,640.0,144.0,26.0,3.0,6.0,25.0,0.0,6.0,115.0,1.0,3.0,2.14,3.19,1.06,220.3,147.3,5.53,3.2
21,22.0,장원준,1985-07-31,Doosan Bears,2017,29.0,1.0,1.0,29.0,14.0,9.0,0.0,0.0,180.1,70.0,63.0,760.0,172.0,26.0,2.0,12.0,51.0,2.0,14.0,125.0,0.0,3.0,3.14,4.26,1.24,153.1,114.0,5.41,1.41
22,23.0,김광현,1988-07-22,SSG Landers,2018,25.0,0.0,0.0,25.0,11.0,8.0,0.0,0.0,136.0,48.0,45.0,554.0,125.0,16.0,2.0,16.0,30.0,0.0,2.0,130.0,0.0,3.0,2.98,4.16,1.14,176.5,127.4,5.26,1.91
23,24.0,피어밴드,1985-08-22,KT Wiz,2017,26.0,1.0,1.0,26.0,8.0,10.0,0.0,0.0,160.0,67.0,54.0,657.0,153.0,19.0,4.0,20.0,31.0,0.0,7.0,132.0,0.0,4.0,3.04,4.42,1.15,166.9,112.8,5.26,1.0
24,25.0,양현종,1988-03-01,Kia Tigers,2018,29.0,3.0,0.0,29.0,13.0,11.0,0.0,0.0,184.1,88.0,85.0,772.0,199.0,33.0,0.0,21.0,43.0,1.0,2.0,152.0,0.0,5.0,4.15,4.38,1.31,123.7,117.9,5.21,-1.06
25,26.0,밴헤켄,1979-07-31,Nexen Heroes,2015,32.0,0.0,0.0,32.0,15.0,8.0,0.0,0.0,196.2,92.0,79.0,825.0,190.0,36.0,3.0,14.0,67.0,1.0,1.0,193.0,0.0,16.0,3.62,3.6,1.31,137.7,137.6,5.12,0.54
26,27.0,신재영,1989-11-18,Nexen Heroes,2016,30.0,0.0,0.0,30.0,15.0,7.0,0.0,0.0,168.2,76.0,73.0,718.0,192.0,35.0,6.0,19.0,21.0,0.0,11.0,99.0,1.0,2.0,3.9,4.65,1.26,134.8,111.3,5.08,1.09
27,28.0,켈리,1988-10-14,SSG Landers,2017,30.0,0.0,0.0,30.0,16.0,7.0,0.0,0.0,190.0,85.0,76.0,815.0,204.0,38.0,3.0,16.0,45.0,2.0,11.0,189.0,1.0,9.0,3.6,3.69,1.31,139.8,136.9,5.06,1.6
28,29.0,레일리,1988-06-29,Lotte Giants,2017,30.0,1.0,0.0,30.0,13.0,7.0,0.0,0.0,187.1,87.0,79.0,798.0,199.0,39.0,2.0,19.0,44.0,0.0,17.0,156.0,1.0,3.0,3.8,4.37,1.3,132.7,115.2,5.03,1.25
29,30.0,허프,1984-08-22,LG Twins,2017,19.0,2.0,0.0,17.0,6.0,4.0,0.0,0.0,124.2,37.0,33.0,490.0,100.0,20.0,2.0,7.0,14.0,0.0,2.0,98.0,0.0,2.0,2.38,3.28,0.91,203.3,148.5,4.96,2.93
30,31.0,소사,1985-07-28,LG Twins,2018,27.0,1.0,1.0,27.0,9.0,9.0,0.0,0.0,181.1,83.0,71.0,760.0,192.0,44.0,1.0,16.0,28.0,1.0,4.0,181.0,0.0,6.0,3.52,3.5,1.21,143.2,143.3,4.95,0.16
31,32.0,우규민,1985-01-21,LG Twins,2015,25.0,1.0,0.0,25.0,11.0,9.0,0.0,0.0,152.2,64.0,58.0,621.0,163.0,26.0,5.0,13.0,17.0,0.0,12.0,119.0,0.0,2.0,3.42,3.73,1.18,137.3,125.5,4.95,0.99
32,33.0,해커,1983-03-26,NC Dinos,2016,23.0,0.0,0.0,23.0,13.0,3.0,0.0,0.0,140.2,57.0,54.0,587.0,132.0,18.0,1.0,14.0,31.0,0.0,10.0,119.0,0.0,5.0,3.45,4.27,1.16,147.3,120.5,4.88,0.54
33,34.0,보우덴,1986-09-09,Doosan Bears,2016,30.0,1.0,1.0,30.0,18.0,7.0,0.0,0.0,180.0,83.0,76.0,742.0,159.0,24.0,2.0,17.0,54.0,0.0,6.0,160.0,2.0,8.0,3.8,4.24,1.18,134.5,118.3,4.78,1.03
34,35.0,니퍼트,1981-05-06,Kia Tigers,2018,29.0,0.0,0.0,28.0,8.0,8.0,0.0,0.0,175.2,88.0,83.0,765.0,209.0,33.0,4.0,26.0,39.0,2.0,9.0,165.0,0.0,9.0,4.25,4.66,1.41,124.6,111.4,4.74,-0.06
35,36.0,뷰캐넌,1989-05-11,Samsung Lions,2020,27.0,1.0,0.0,27.0,15.0,7.0,0.0,0.0,174.2,71.0,67.0,728.0,172.0,19.0,2.0,16.0,50.0,0.0,7.0,121.0,0.0,2.0,3.45,4.34,1.27,142.1,112.2,4.68,1.62
36,37.0,루친스키,1988-12-30,NC Dinos,2019,30.0,2.0,0.0,30.0,9.0,9.0,0.0,0.0,177.1,68.0,60.0,731.0,164.0,20.0,1.0,13.0,45.0,0.0,11.0,119.0,0.0,7.0,3.05,3.96,1.18,138.4,106.6,4.64,2.51
37,38.0,박세웅,1995-11-30,Lotte Giants,2017,28.0,0.0,0.0,28.0,12.0,6.0,0.0,0.0,171.1,74.0,70.0,725.0,170.0,25.0,1.0,21.0,56.0,2.0,9.0,117.0,0.0,7.0,3.68,5.07,1.32,137.0,99.3,4.63,1.23
38,39.0,구창모,1997-02-17,NC Dinos,2020,15.0,0.0,0.0,14.0,9.0,0.0,0.0,1.0,93.1,20.0,18.0,348.0,58.0,12.0,0.0,7.0,18.0,0.0,0.0,102.0,0.0,2.0,1.74,2.92,0.81,281.5,165.6,4.62,2.8
39,40.0,양현종,1988-03-01,Kia Tigers,2017,31.0,1.0,0.0,31.0,20.0,6.0,0.0,0.0,193.1,88.0,74.0,808.0,209.0,32.0,2.0,17.0,45.0,0.0,0.0,158.0,0.0,14.0,3.44,3.94,1.31,144.2,126.8,4.56,1.31
40,41.0,해커,1983-03-26,NC Dinos,2017,26.0,1.0,0.0,26.0,12.0,7.0,0.0,0.0,160.1,64.0,61.0,672.0,159.0,19.0,2.0,14.0,29.0,1.0,14.0,97.0,2.0,6.0,3.42,4.45,1.17,144.8,112.4,4.5,1.4
41,42.0,채드벨,1989-02-28,Hanwha Eagles,2019,29.0,0.0,0.0,29.0,11.0,10.0,0.0,0.0,177.1,73.0,69.0,749.0,169.0,33.0,2.0,14.0,63.0,0.0,10.0,134.0,1.0,8.0,3.5,4.15,1.31,118.3,100.2,4.49,1.53
42,43.0,켈리,1988-10-14,SSG Landers,2015,30.0,1.0,0.0,29.0,11.0,10.0,0.0,0.0,181.0,87.0,83.0,775.0,188.0,28.0,1.0,16.0,54.0,1.0,5.0,139.0,2.0,9.0,4.13,4.19,1.34,117.0,115.8,4.4,-0.13
43,44.0,유희관,1986-06-01,Doosan Bears,2015,30.0,1.0,1.0,30.0,18.0,5.0,0.0,0.0,189.2,84.0,83.0,786.0,193.0,33.0,5.0,23.0,44.0,0.0,4.0,126.0,1.0,4.0,3.94,4.62,1.25,119.0,100.2,4.4,0.64
44,45.0,스튜어트,1986-09-28,NC Dinos,2015,19.0,0.0,0.0,19.0,8.0,2.0,0.0,0.0,117.2,37.0,35.0,488.0,116.0,16.0,1.0,7.0,26.0,0.0,6.0,109.0,1.0,4.0,2.68,3.35,1.21,179.0,145.5,4.32,1.46
45,46.0,켈리,1989-10-04,LG Twins,2020,28.0,1.0,1.0,28.0,15.0,7.0,0.0,0.0,173.1,67.0,64.0,705.0,160.0,29.0,1.0,16.0,40.0,0.0,11.0,134.0,0.0,4.0,3.32,4.09,1.15,139.3,112.7,4.26,1.64
46,47.0,피가로,1984-07-07,Samsung Lions,2015,25.0,1.0,0.0,25.0,13.0,7.0,0.0,0.0,165.0,66.0,62.0,688.0,154.0,26.0,3.0,16.0,51.0,0.0,7.0,117.0,0.0,6.0,3.38,4.51,1.24,146.0,108.9,4.24,1.55
47,48.0,소사,1985-07-28,LG Twins,2015,32.0,2.0,1.0,30.0,10.0,12.0,0.0,1.0,194.1,102.0,87.0,809.0,199.0,39.0,7.0,16.0,36.0,0.0,5.0,177.0,1.0,6.0,4.03,3.5,1.21,116.5,134.0,4.23,-1.1
48,49.0,요키시,1989-07-29,Kiwoom Heroes,2019,30.0,1.0,1.0,30.0,13.0,9.0,0.0,0.0,181.1,72.0,63.0,746.0,166.0,33.0,5.0,9.0,39.0,0.0,11.0,141.0,0.0,6.0,3.13,3.32,1.13,132.4,124.5,4.23,1.09
49,50.0,차우찬,1987-05-31,LG Twins,2017,28.0,0.0,0.0,28.0,10.0,7.0,0.0,0.0,175.2,75.0,67.0,732.0,171.0,33.0,4.0,20.0,38.0,0.0,7.0,157.0,0.0,10.0,3.43,4.2,1.19,141.1,114.3,4.23,1.27
50,51.0,서폴드,1990-01-16,Hanwha Eagles,2019,31.0,0.0,0.0,31.0,12.0,11.0,0.0,0.0,192.1,84.0,75.0,810.0,191.0,28.0,4.0,8.0,54.0,1.0,8.0,135.0,0.0,8.0,3.51,3.49,1.27,118.0,119.3,4.22,1.73
51,52.0,소사,1985-07-28,LG Twins,2017,30.0,2.0,1.0,29.0,11.0,11.0,1.0,0.0,185.1,86.0,80.0,769.0,189.0,36.0,9.0,11.0,38.0,0.0,3.0,153.0,0.0,3.0,3.88,3.52,1.23,124.7,138.2,4.17,0.5
52,53.0,피어밴드,1985-08-22,KT Wiz,2016,31.0,0.0,0.0,30.0,7.0,13.0,0.0,0.0,182.0,97.0,90.0,803.0,231.0,39.0,1.0,23.0,48.0,0.0,10.0,144.0,3.0,6.0,4.45,4.81,1.53,117.8,108.1,4.16,-1.34
53,54.0,유희관,1986-06-01,Doosan Bears,2016,30.0,0.0,0.0,29.0,15.0,6.0,0.0,0.0,185.2,95.0,91.0,809.0,212.0,39.0,3.0,22.0,58.0,0.0,6.0,102.0,0.0,5.0,4.41,5.27,1.45,115.9,94.9,4.13,-0.36
54,55.0,윤성환,1981-10-08,Samsung Lions,2016,28.0,1.0,0.0,28.0,11.0,10.0,0.0,0.0,180.0,95.0,87.0,767.0,202.0,35.0,3.0,25.0,41.0,0.0,13.0,85.0,1.0,6.0,4.35,5.55,1.35,121.2,93.9,4.13,-1.03
55,56.0,손승락,1982-03-04,Lotte Giants,2017,61.0,0.0,0.0,0.0,1.0,3.0,37.0,0.0,62.0,16.0,15.0,250.0,59.0,3.0,1.0,7.0,11.0,2.0,1.0,62.0,1.0,0.0,2.18,3.69,1.13,231.4,136.8,4.12,2.62
56,57.0,후랭코프,1988-08-27,Doosan Bears,2018,28.0,0.0,0.0,28.0,18.0,3.0,0.0,0.0,149.1,64.0,62.0,621.0,118.0,17.0,1.0,12.0,55.0,1.0,22.0,134.0,0.0,15.0,3.74,4.61,1.16,135.3,110.0,4.12,1.18
57,58.0,레일리,1988-06-29,Lotte Giants,2019,30.0,0.0,0.0,30.0,5.0,14.0,0.0,0.0,181.0,88.0,78.0,791.0,191.0,32.0,4.0,10.0,65.0,1.0,8.0,140.0,1.0,10.0,3.88,3.77,1.41,108.1,111.1,4.08,0.2
58,59.0,켈리,1989-10-04,LG Twins,2019,29.0,0.0,0.0,29.0,14.0,12.0,0.0,0.0,180.1,70.0,51.0,747.0,164.0,33.0,3.0,7.0,41.0,0.0,16.0,126.0,0.0,12.0,2.55,3.46,1.14,161.3,118.7,3.98,2.39
59,60.0,김광현,1988-07-22,SSG Landers,2015,30.0,1.0,1.0,29.0,14.0,6.0,0.0,1.0,176.2,86.0,73.0,754.0,173.0,33.0,0.0,19.0,66.0,2.0,3.0,160.0,0.0,10.0,3.72,4.34,1.35,129.9,111.8,3.96,1.89
60,61.0,이용찬,1989-01-02,Doosan Bears,2018,25.0,1.0,0.0,24.0,15.0,3.0,0.0,0.0,144.0,62.0,58.0,608.0,151.0,24.0,1.0,14.0,36.0,2.0,8.0,102.0,0.0,6.0,3.63,4.56,1.3,139.4,110.8,3.91,0.45
61,62.0,윤성환,1981-10-08,Samsung Lions,2015,30.0,3.0,1.0,30.0,17.0,8.0,0.0,0.0,194.0,86.0,81.0,809.0,199.0,34.0,4.0,27.0,30.0,0.0,10.0,164.0,0.0,1.0,3.76,4.35,1.18,131.4,112.8,3.91,0.67
62,63.0,켈리,1988-10-14,SSG Landers,2018,28.0,0.0,0.0,28.0,12.0,7.0,0.0,0.0,158.1,78.0,72.0,674.0,152.0,28.0,3.0,18.0,47.0,1.0,13.0,161.0,2.0,5.0,4.09,4.4,1.26,128.5,120.4,3.89,-0.45
63,64.0,고우석,1998-08-06,LG Twins,2019,64.0,0.0,0.0,0.0,8.0,2.0,34.0,1.0,70.0,13.0,12.0,284.0,47.0,7.0,1.0,4.0,29.0,4.0,4.0,76.0,0.0,2.0,1.54,3.22,1.09,266.1,126.7,3.89,3.58
64,65.0,윤석민,1986-07-24,Kia Tigers,2015,51.0,0.0,0.0,0.0,2.0,6.0,30.0,0.0,70.0,23.0,23.0,297.0,69.0,11.0,4.0,4.0,24.0,7.0,2.0,68.0,0.0,1.0,2.96,3.23,1.33,166.8,155.3,3.87,1.59
65,66.0,레일리,1988-06-29,Lotte Giants,2015,31.0,1.0,0.0,30.0,11.0,9.0,0.0,0.0,179.1,93.0,78.0,768.0,182.0,27.0,2.0,20.0,57.0,2.0,15.0,134.0,2.0,13.0,3.91,4.74,1.33,128.8,103.9,3.87,0.72
66,67.0,문승원,1989-11-28,SSG Landers,2020,25.0,1.0,0.0,25.0,6.0,8.0,0.0,0.0,145.2,64.0,59.0,610.0,136.0,29.0,0.0,13.0,45.0,0.0,6.0,117.0,0.0,2.0,3.65,4.16,1.24,132.3,117.1,3.82,0.65
67,68.0,정우람,1985-06-01,Hanwha Eagles,2019,57.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,58.1,11.0,10.0,237.0,57.0,8.0,0.0,4.0,16.0,4.0,1.0,48.0,1.0,2.0,1.54,3.32,1.25,268.5,125.1,3.82,2.59
68,69.0,박진우,1990-02-12,NC Dinos,2019,41.0,0.0,0.0,18.0,9.0,7.0,0.0,5.0,140.2,53.0,49.0,590.0,137.0,18.0,0.0,9.0,29.0,0.0,19.0,92.0,0.0,2.0,3.14,3.95,1.18,134.4,106.8,3.82,2.46
69,70.0,피어밴드,1985-08-22,Kia Tigers,2018,27.0,1.0,0.0,26.0,8.0,8.0,0.0,0.0,163.1,90.0,78.0,707.0,186.0,27.0,1.0,24.0,38.0,0.0,6.0,141.0,0.0,5.0,4.3,4.83,1.37,123.3,107.7,3.78,-1.28
70,71.0,윤성환,1981-10-08,Samsung Lions,2017,28.0,1.0,0.0,28.0,12.0,9.0,0.0,0.0,174.1,86.0,83.0,731.0,181.0,39.0,4.0,22.0,37.0,0.0,15.0,130.0,0.0,3.0,4.28,4.78,1.25,118.4,105.4,3.73,0.77
71,72.0,류제국,1983-05-30,LG Twins,2016,29.0,1.0,1.0,29.0,13.0,11.0,0.0,0.0,161.1,83.0,77.0,701.0,152.0,25.0,0.0,14.0,70.0,0.0,21.0,138.0,0.0,13.0,4.3,4.9,1.38,118.4,102.5,3.7,-0.55
72,73.0,김광현,1988-07-22,SSG Landers,2016,27.0,1.0,0.0,21.0,11.0,8.0,0.0,1.0,137.0,68.0,59.0,583.0,139.0,21.0,2.0,17.0,41.0,2.0,6.0,116.0,0.0,3.0,3.88,4.7,1.31,134.7,111.7,3.69,-0.94
73,74.0,브리검,1988-02-10,Kiwoom Heroes,2019,28.0,0.0,0.0,28.0,13.0,5.0,0.0,0.0,158.1,62.0,52.0,669.0,148.0,32.0,2.0,5.0,46.0,0.0,12.0,130.0,1.0,7.0,2.96,3.27,1.23,140.0,126.9,3.69,1.21
74,75.0,옥스프링,1977-05-13,KT Wiz,2015,31.0,3.0,0.0,31.0,12.0,10.0,0.0,0.0,185.0,104.0,92.0,806.0,200.0,33.0,0.0,23.0,66.0,0.0,10.0,142.0,0.0,5.0,4.48,4.93,1.44,112.3,99.2,3.68,-2.22
75,76.0,최원태,1997-01-07,Nexen Heroes,2018,23.0,1.0,0.0,23.0,13.0,7.0,0.0,0.0,134.1,62.0,59.0,577.0,144.0,28.0,0.0,8.0,35.0,0.0,11.0,101.0,0.0,3.0,3.95,4.13,1.33,130.4,124.5,3.66,0.77
76,77.0,유희관,1986-06-01,Doosan Bears,2019,28.0,2.0,0.0,27.0,11.0,8.0,0.0,0.0,166.1,67.0,60.0,692.0,171.0,37.0,2.0,8.0,42.0,3.0,3.0,64.0,0.0,2.0,3.25,4.02,1.28,126.5,102.3,3.55,1.7
77,78.0,레일리,1988-06-29,Lotte Giants,2016,31.0,1.0,1.0,31.0,8.0,10.0,0.0,0.0,184.2,105.0,89.0,808.0,207.0,36.0,4.0,21.0,51.0,1.0,17.0,147.0,2.0,5.0,4.34,4.77,1.4,120.5,109.6,3.52,-1.55
78,79.0,플렉센,1994-07-01,Doosan Bears,2020,21.0,0.0,0.0,21.0,8.0,4.0,0.0,0.0,116.2,43.0,39.0,472.0,97.0,14.0,0.0,6.0,30.0,2.0,2.0,132.0,0.0,5.0,3.01,2.73,1.09,154.0,169.7,3.51,1.01
79,80.0,박종훈,1991-08-13,SSG Landers,2017,29.0,0.0,0.0,28.0,12.0,7.0,0.0,1.0,151.1,74.0,69.0,664.0,145.0,26.0,0.0,16.0,61.0,1.0,25.0,107.0,0.0,4.0,4.1,5.38,1.36,122.7,93.8,3.48,0.23
80,81.0,팻딘,1989-05-25,Kia Tigers,2017,30.0,1.0,0.0,29.0,9.0,7.0,0.0,0.0,176.0,86.0,81.0,770.0,211.0,39.0,3.0,22.0,39.0,1.0,16.0,143.0,0.0,3.0,4.14,4.66,1.42,120.0,107.3,3.46,0.5
81,82.0,쿠에바스,1990-10-14,Kia Tigers,2019,30.0,0.0,0.0,30.0,13.0,10.0,0.0,0.0,184.0,80.0,74.0,760.0,153.0,21.0,6.0,18.0,63.0,0.0,12.0,135.0,0.0,4.0,3.62,4.43,1.17,114.3,92.7,3.44,1.22
82,83.0,니퍼트,1981-05-06,Doosan Bears,2017,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,179.2,88.0,81.0,782.0,175.0,35.0,5.0,20.0,77.0,0.0,10.0,161.0,0.0,13.0,4.06,4.84,1.4,118.6,99.2,3.44,0.34
83,84.0,노경은,1984-03-11,Lotte Giants,2018,33.0,0.0,0.0,19.0,9.0,6.0,0.0,0.0,132.1,65.0,60.0,547.0,127.0,24.0,3.0,18.0,30.0,1.0,4.0,89.0,0.0,1.0,4.08,5.0,1.19,127.8,104.5,3.41,0.27
84,85.0,윌슨,1989-09-25,LG Twins,2019,30.0,1.0,0.0,30.0,14.0,7.0,0.0,0.0,185.0,77.0,60.0,763.0,171.0,27.0,2.0,7.0,43.0,1.0,11.0,137.0,0.0,6.0,2.92,3.27,1.16,140.6,125.4,3.4,1.88
85,86.0,최원태,1997-01-07,Nexen Heroes,2017,25.0,0.0,0.0,25.0,11.0,7.0,0.0,0.0,149.1,76.0,74.0,637.0,161.0,24.0,3.0,19.0,34.0,0.0,12.0,126.0,1.0,5.0,4.46,4.63,1.31,111.5,105.6,3.39,0.7
86,87.0,박종훈,1991-08-13,SSG Landers,2018,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,159.1,81.0,74.0,702.0,158.0,31.0,3.0,16.0,54.0,0.0,20.0,133.0,0.0,3.0,4.18,4.86,1.33,125.8,108.3,3.38,-0.38
87,88.0,조상우,1994-09-04,Nexen Heroes,2015,70.0,0.0,0.0,0.0,8.0,5.0,5.0,19.0,93.1,36.0,32.0,382.0,65.0,15.0,2.0,4.0,41.0,1.0,6.0,89.0,0.0,7.0,3.09,3.74,1.14,161.3,131.8,3.36,0.55
88,89.0,최채흥,1995-01-22,Samsung Lions,2020,26.0,1.0,1.0,26.0,11.0,6.0,0.0,0.0,146.0,67.0,58.0,617.0,131.0,27.0,1.0,12.0,51.0,0.0,7.0,123.0,3.0,3.0,3.58,4.13,1.25,137.2,117.7,3.35,1.32
89,90.0,스튜어트,1986-09-28,NC Dinos,2016,27.0,0.0,0.0,27.0,12.0,8.0,0.0,0.0,150.0,79.0,76.0,653.0,160.0,20.0,0.0,11.0,55.0,1.0,8.0,118.0,0.0,4.0,4.56,4.41,1.43,111.6,116.9,3.29,-0.03
90,91.0,밴헤켄,1979-07-31,Nexen Heroes,2017,24.0,0.0,0.0,24.0,8.0,7.0,0.0,0.0,138.1,68.0,58.0,591.0,140.0,24.0,1.0,13.0,42.0,0.0,2.0,139.0,0.0,4.0,3.77,3.9,1.32,131.8,125.7,3.29,-0.42
91,92.0,정우람,1985-06-01,Hanwha Eagles,2016,61.0,0.0,0.0,0.0,8.0,5.0,16.0,1.0,81.0,33.0,30.0,331.0,64.0,14.0,1.0,7.0,26.0,6.0,4.0,85.0,1.0,5.0,3.33,3.71,1.11,157.5,141.0,3.26,1.95
92,93.0,임창민,1985-08-25,NC Dinos,2016,65.0,0.0,0.0,0.0,1.0,3.0,26.0,6.0,70.0,22.0,20.0,302.0,61.0,9.0,0.0,5.0,30.0,0.0,5.0,91.0,1.0,8.0,2.57,3.62,1.3,198.0,141.3,3.25,1.69
93,94.0,정우람,1985-06-01,SSG Landers,2015,69.0,0.0,0.0,0.0,7.0,5.0,16.0,11.0,70.0,25.0,25.0,287.0,52.0,12.0,0.0,3.0,28.0,5.0,1.0,90.0,0.0,3.0,3.21,2.63,1.14,150.3,181.6,3.24,1.38
94,95.0,함덕주,1995-01-13,Doosan Bears,2017,35.0,0.0,0.0,24.0,9.0,8.0,0.0,2.0,137.1,61.0,56.0,598.0,128.0,27.0,1.0,8.0,64.0,2.0,4.0,139.0,1.0,3.0,3.67,3.91,1.4,131.2,124.2,3.22,0.52
95,96.0,데스파이네,1987-04-04,Kia Tigers,2020,35.0,0.0,0.0,34.0,15.0,8.0,0.0,0.0,207.2,105.0,100.0,906.0,233.0,36.0,1.0,18.0,68.0,1.0,8.0,152.0,0.0,18.0,4.33,4.3,1.45,110.9,110.7,3.21,0.38
